"city","burrito_count","taco_count","burrito_to_taco_ratio"
Webb City,6,0,
Waynesville,2,0,
West Bend,1,0,
West Memphis,1,0,
West Islip,1,0,
West Plains,5,0,
West Monroe,1,0,
West Nyack,1,0,
West Orange,1,0,
West Tisbury,1,0,
West Wendover,1,0,
West Yellowstone,2,0,
Westwego,1,0,
Westwood,1,0,
Union Point,1,0,
Uniondale,1,0,
Uxbridge,1,0,
Upper Marlboro,1,0,
Upper Sandusky,1,0,
Urbana,3,0,
Van Wert,1,0,
Van Horn,1,0,
Vilonia,5,0,
Vincentown,2,0,
Vieques,1,0,
Villa Rica,2,0,
Vinita,1,0,
Vivian,5,0,
Vonore,1,0,
Venus,6,0,
Vauxhall,6,0,
Vernon Rockville,1,0,
Thomson,1,0,
Thorndale,1,0,
Thornwood,1,0,
Thousand Palms,1,0,
Tiffin,1,0,
Tifton,9,0,
Tiptonville,6,0,
Tivoli,1,0,
Toccoa,2,0,
Tolleson,1,0,
Totowa,5,0,
Towanda,1,0,
Topsham,2,0,
Tonganoxie,5,0,
Tonica,1,0,
Tonkawa,6,0,
Tooele,1,0,
Tuba City,1,0,
Tuckahoe,13,0,
Troutville,1,0,
Truckee,2,0,
Trussville,1,0,
Trafalgar,1,0,
Travelers Rest,1,0,
Tremonton,1,0,
Triadelphia,1,0,
Tuttle,5,0,
Tye,1,0,
Tylertown,6,0,
Tyngsboro,2,0,
Tuscola,1,0,
Tuskegee,1,0,
Tunkhannock,1,0,
Tulia,6,0,
Tullahoma,5,0,
Stone Mountain,2,0,
Strafford,1,0,
Strasburg,3,0,
Sterlington,5,0,
Stroud,6,0,
Streetsboro,1,0,
Sugar Grove,1,0,
Sully,1,0,
St Albans,7,0,
Springvale,2,0,
Stanwood,1,0,
Starke,1,0,
Stanhope,1,0,
Sparta,10,0,
Sperryville,1,0,
Spiceland,1,0,
Spindale,2,0,
Springerville,1,0,
Tell City,6,0,
Temperance,1,0,
Thatcher,7,0,
Teton Village,5,0,
Tewksbury,1,0,
Talladega,6,0,
Tappahannock,1,0,
Tallmadge,1,0,
Tallulah,5,0,
Tecumseh,1,0,
Tarzana,4,0,
Sunnyside,1,0,
Sun Valley,1,0,
Sunbury,1,0,
Summertown,5,0,
Sultan,1,0,
Sumiton,6,0,
Sweet Home,1,0,
Sweetwater,7,0,
Sylvester,1,0,
Swarthmore,4,0,
Swansea,1,0,
Sloatsburg,1,0,
Solomons,1,0,
Solon,1,0,
Smithville,1,0,
Signal Hill,2,0,
Siler City,5,0,
South Hutchinson,1,0,
Sorrento,1,0,
South Amboy,1,0,
South Beloit,1,0,
South Sioux City,3,0,
South Weymouth,1,0,
South Yarmouth,2,0,
Southbridge,1,0,
Sellersburg,1,0,
Semmes,5,0,
Sedalia,1,0,
Scottsboro,1,0,
Scituate,1,0,
Scotch Plains,1,0,
Scotts Valley,2,0,
Seagoville,1,0,
Shelby Township,2,0,
Shelburne Falls,2,0,
Sequim,1,0,
Sergeant Bluff,2,0,
Seward,1,0,
Shalimar,1,0,
Sheldon,1,0,
Shepherd,5,0,
Shinnston,1,0,
Quartzsite,1,0,
Price,2,0,
Princeville,1,0,
Proctorville,1,0,
Prospect,5,0,
Quinlan,1,0,
Quitman,5,0,
Raceland,1,0,
Rainsville,3,0,
Raton,5,0,
Raymond,2,0,
Rantoul,1,0,
Redfield,1,0,
Red Lion,2,0,
Reeds Spring,6,0,
Redwood Falls,1,0,
Rhome,1,0,
Riceboro,1,0,
Resaca,1,0,
Ringgold,2,0,
Rio Grande,0,0,
Richfield,2,0,
Riverton,9,0,
Rock Port,1,0,
Rock Falls,1,0,
Riverhead,4,0,
River Grove,1,0,
Roanoke,16,0,
Robinsonville,6,0,
Rochdale,2,0,
Rogersville,1,0,
Rohnert Park,1,0,
Rockwood,1,0,
Rocky Point,2,0,
Rock Tavern,5,0,
Rockingham,7,0,
Roselle,1,0,
Rolling Meadows,1,0,
Rolling Prairie,2,0,
Ronceverte,1,0,
Roosevelt,1,0,
Roscoe,1,0,
Rose Hill,6,0,
Roy,3,0,
Rushville,1,0,
Russell Springs,1,0,
Rowley,2,0,
Royse City,1,0,
Ruckersville,1,0,
Ruidoso Downs,1,0,
Saint Clairsville,1,0,
Sahuarita,1,0,
Saint Albans,1,0,
Rutland,1,0,
Rustburg,1,0,
San Benito,1,0,
Salida,2,0,
Saint Marys,4,0,
Saint Michael,1,0,
Saint James,1,0,
Saukville,1,0,
Sault Sainte Marie,1,0,
Savoy,6,0,
Sayre,1,0,
Saugerties,1,0,
Sanders,1,0,
Sandersville,1,0,
Sandpoint,2,0,
Sandusky,4,0,
Sanford,3,0,
San Marino,1,0,
Piscataway,1,0,
Pinetop,1,0,
Pineville,7,0,
Pittsfield,5,0,
Pickerington,6,0,
Philipsburg,1,0,
Pikesville,2,0,
Pikeville,1,0,
Pilot Knob,1,0,
Pilot Point,1,0,
Pinckney,1,0,
Pine Bluff,1,0,
Pine Mountain,5,0,
Penns Grove,1,0,
Pennsburg,1,0,
Pennsville,1,0,
Peabody,3,0,
Pebble Beach,2,0,
Pecos,1,0,
Peculiar,1,0,
Perkins,2,0,
Perryville,1,0,
Perth Amboy,1,0,
Phelan,3,0,
Phenix City,1,0,
Peyton,6,0,
Prattville,7,0,
Potosi,1,0,
Powder Springs,1,0,
Powderly,1,0,
Powell,2,0,
Powhatan,1,0,
Poynette,1,0,
Prague,6,0,
Prairie Du Chien,0,0,
Prairieville,11,0,
Portersville,1,0,
Port Royal,1,0,
Port Jefferson,2,0,
Port Orchard,5,0,
Ponchatoula,1,0,
Pomfret Center,1,0,
Pollock Pines,4,0,
Poplarville,1,0,
Port Allen,1,0,
Port Byron,1,0,
Pleasant Valley,1,0,
Pleasant Grove,1,0,
Plaquemine,5,0,
Platte City,2,0,
Platteville,1,0,
Plattsburgh,1,0,
Plover,1,0,
Pocomoke City,1,0,
Point Marion,0,0,
Olney,1,0,
Olean,1,0,
Olga,1,0,
Okemah,5,0,
Old Forge,2,0,
Okoboji,0,0,
Okolona,6,0,
Odem,1,0,
Ocoee,1,0,
Ogunquit,1,0,
Ogallala,1,0,
Orange City,0,0,
Orangevale,2,0,
Olympic Valley,2,0,
Omro,1,0,
Oneonta,2,0,
Onley,1,0,
Ottumwa,3,0,
Ossining,1,0,
Owings Mills,0,0,
Ozark,1,0,
Painesville,1,0,
Palestine,2,0,
Palmyra,1,0,
Paoli,1,0,
Paradis,1,0,
Pataskala,1,0,
Parkersburg,1,0,
Patuxent River,1,0,
Paulding,1,0,
Pauls Valley,6,0,
